order_id,order_purchase_timestamp,customer_unique_id,customer_state,product_category_name_english,revenue,delivery_days,late,review_score
85ce859fd6dc634de8d2f1e290444043,2017-11-21 00:03:41,d0ff1a7468fcc46b8fc658ab35d2a12c,SP,bed_bath_table,17.9,6.0,False,5.0
83018ec114eee8641c97e08f7b4e926f,2017-10-26 15:54:26,634f09f6075fe9032e6c19609ffe995a,BA,telephony,76.0,13.0,False,4.0
203096f03d82e0dffbc41ebc2e2bcfb7,2017-09-18 14:31:30,d699688533772c15a061e8ce81cb56df,SP,health_beauty,109.9,21.0,True,2.0
f848643eec1d69395095eb3840d2051e,2018-03-15 08:52:40,68954feaafe4dd638f3bd3e2afa174ec,SP,health_beauty,79.99,4.0,False,5.0
2807d0e504d6d4894d41672727bc139f,2018-02-03 20:37:35,b8df986511d928829c3192c2ed081eba,SP,electronics,9.5,4.0,False,3.0
95266dbfb7e20354baba07964dac78d5,2018-01-08 07:55:29,451e48381edab7f1f6dbfa6d728616ff,SC,baby,129.99,18.0,False,4.0
f3e7c359154d965827355f39d6b1fdac,2018-08-09 11:44:40,9c9242ad7f1b52d926ea76778e1c0c57,SP,stationery,89.9,4.0,False,5.0
fbf9ac61453ac646ce8ad9783d7d0af6,2018-02-20 23:46:53,a25d5f94840d3c6a1a49f271ed83f4ec,RJ,cool_stuff,109.9,28.0,True,2.0
acce194856392f074dbf9dada14d8d82,2018-06-04 00:00:13,576ea0cab426cd8a00fad9a9c90a4494,BA,baby,130.4,12.0,False,1.0
dd78f560c270f1909639c11b925620ea,2018-03-12 01:50:26,f4a7ef6bd931f83d75d83b71c94e90df,SP,perfumery,47.9,9.0,False,5.0
91b2a010e1e45e6ba3d133fa997597be,2018-05-02 11:45:38,bd13608b9c6033892ce62269b50a0afc,SP,watches_gifts,178.99,14.0,False,4.0
ecab90c9933c58908d3d6add7c6f5ae3,2018-02-25 13:50:30,1428917cd397d4f9ac0fde76dd6f2266,RR,garden_tools,30.1,30.0,False,4.0
f70a0aff17df5a6cdd9a7196128bd354,2017-08-10 11:58:33,1974875b4a1d2e2ee6d586e3ba4d7602,SP,baby,279.0,8.0,False,2.0
1790eea0b567cf50911c057cf20f90f9,2018-04-16 21:15:39,a6fefcd9f434474cf6fcd8ed1102fd63,PE,air_conditioning,186.9,18.0,False,1.0
989225ba6d0ebd5873335f7e01de2ae7,2017-12-12 13:56:04,37363700139c1aef873bbcd916e57dfd,SP,furniture_decor,49.0,22.0,False,4.0
d887b52c6516beb39e8cd44a5f8b60f7,2018-02-03 12:38:58,a2649503b92028291f011a976619b322,RJ,toys,84.9,18.0,False,5.0
b276e4f8c0fb86bd82fce576f21713e0,2018-07-29 23:34:51,6cbe8a392b76916e84c2faf69d0d0da0,SP,perfumery,179.0,1.0,False,5.0
8563039e855156e48fccee4d611a3196,2018-02-17 15:59:46,92fd8aa5948e20c43a014c44c025c5e1,TO,garden_tools,78.0,30.0,False,5.0
60550084e6b4c0cb89a87df1f3e5ebd9,2018-02-21 18:15:12,661a5e18a28b34880ccc60112f2b8e8e,CE,electronics,39.9,20.0,False,4.0
5acce57f8d9dfd55fa48e212a641a69d,2017-07-31 21:37:10,f1f4f45c8602d0db1329eed1c8e935d4,SP,computers_accessories,27.9,7.0,False,5.0
434d158e96bdd6972ad6e6d73ddcfd22,2018-06-01 12:23:13,5f7d7732b351ce851a158528581af05f,PE,health_beauty,445.0,17.0,False,5.0
7206b86ea789983f7a273ea7fa0bc2a8,2018-03-26 17:12:18,1b542f810484d8c042aed33a7c61a218,SP,bed_bath_table,36.9,10.0,False,3.0
1e7aff52cdbb2451ace09d0f848c3699,2017-05-19 18:53:40,c796780c7daeab9e94cc052b1f103b21,RJ,garden_tools,119.99,11.0,False,5.0
6ea2f835b4556291ffdc53fa0b3b95e8,2017-11-24 21:27:48,3e4fd73f1e86b135b9b121d6abbe9597,SP,housewares,339.0,33.0,True,1.0
948097deef559c742e7ce321e5e58919,2017-08-04 17:10:39,4ca5f90433afb5493247f0bafb583483,DF,sports_leisure,69.9,7.0,False,5.0
d22e9fa5731b9e30e8b27afcdc2f8563,2018-08-04 23:25:30,394b2ce444baae9ae609f5d32000de0f,BA,stationery,99.0,9.0,False,4.0
6ebaec694d7025e2ad4a05dba887c032,2017-05-18 13:55:47,4acce2834231e13b1514915adda5ec2b,RJ,garden_tools,139.0,10.0,False,1.0
d17dc4a904426827ca80f2ccb3a6be56,2017-05-14 20:28:25,c2551ea089b7ebbc67a2ea8757152514,BA,sports_leisure,36.9,10.0,False,4.0
25f4376934e13d3508486352e11a5db0,2018-05-17 16:59:11,372e0fc66eacb8698e4f9997d366d961,SP,furniture_decor,69.9,3.0,False,5.0
5820a1100976432c7968a52da59e9364,2018-07-29 11:24:17,cc1a30280651daf2d918ed7868575771,RS,sports_leisure,33.9,4.0,False,5.0
2ce1ad82022c1ba30c2079502ac725aa,2017-08-09 20:19:05,12e7a2c201751ddc979e7a45cef500f3,SP,books_general_interest,115.0,6.0,False,5.0
138849fd84dff2fb4ca70a0a34c4aa1c,2018-02-01 14:02:19,b2cac0b16835dabf811b204127f58afa,SP,construction_tools_construction,39.47,12.0,False,5.0
47aa4816b27ba60ec948cd019cc1afc1,2018-06-26 13:42:52,db979bdfe0bbba29ecd3df3f6c50bea2,PR,small_appliances,53.44,7.0,False,5.0
9faeb9b2746b9d7526aef5acb08e2aa0,2018-07-26 14:39:59,c77154776ead8e798c2d684205938f71,RS,sports_leisure,120.0,5.0,False,1.0
641fb0752bf5b5940c376b3a8bb9dc52,2017-12-15 00:06:10,38cad70d154a4dcc42b598d5c01f7ef1,RJ,watches_gifts,369.0,19.0,False,4.0
e425680f760cbc130be3e53a9773c584,2017-08-31 08:15:24,9d9ab3b77f0416765b3fbedf94a942a4,SP,furniture_decor,38.4,4.0,False,5.0
40c5e18f7d112b59b3e5113a59a905b3,2018-06-11 10:25:52,7cfba6e55439cae3fd2479d62fafe67f,RJ,perfumery,119.9,7.0,False,5.0
734e7d1bbaeb2ff82521ca0fe6fb6f79,2018-06-11 08:18:19,f7603d34c795584792a484186233e6e5,SP,small_appliances,29.99,3.0,False,5.0
66e4624ae69e7dc89bd50222b59f581f,2018-03-09 14:50:15,ddf60e20e6e262e2136801ce5cd628b0,SE,telephony,45.98,24.0,True,1.0
a685d016c8a26f71a0bb67821070e398,2017-03-13 18:14:36,51838d41add414a0b1b989b7d251d9ee,SP,furniture_decor,84.9,23.0,True,1.0
2edfd6d1f0b4cd0db4bf37b1b224d855,2017-06-13 21:11:26,c63e44efa43f3947087aee96b388d949,SP,sports_leisure,113.0,5.0,False,5.0
68873cf91053cd11e6b49a766db5af1a,2017-11-30 22:02:15,6da92ae920ab16fc4eceb8fcd7bd43ce,SP,bed_bath_table,79.9,4.0,False,4.0
f346ad4ee8f630e5e4ddaf862a34e6dd,2018-08-05 13:09:48,da45a9a1df408c39f013b9b0b505042c,DF,sports_leisure,39.9,5.0,False,5.0
8f06cc6465925031568537b815f1198d,2017-11-15 11:31:41,bf0303939d54b8df5da4762bbaab1955,RJ,sports_leisure,299.0,7.0,False,5.0
ccbabeb0b02433bd0fcbac46e70339f2,2018-02-19 20:31:09,9c9cef121cb812cb301babddc2d8331e,MG,food,27.9,18.0,False,4.0
688052146432ef8253587b930b01a06d,2018-04-22 08:48:13,0e764fc1a13e47e900c3d59a989753e8,MG,computers_accessories,318.0,2.0,False,4.0
f271576bed568e896f99eb710cd3a6f8,2018-01-07 21:44:54,6a0e43f0d7e1b5539e4c58a26ebe35da,BA,construction_tools_construction,659.8,9.0,False,3.0
686541986ecfb7d9296eb67719973bf0,2018-02-10 13:26:59,5d710d9a48ebb7fe5ffc2940ff29f346,MG,telephony,24.89,10.0,False,4.0
68e48e68da1f50f7c5838ea75e3a20dd,2018-06-18 16:02:23,a464f750556546a0989d9326ec003ccf,SP,auto,339.6,4.0,False,5.0
b52cc4919de82b4d696a4380d10804a3,2018-06-13 13:47:39,c86a25b8f5f6c203bb3471553bdc3200,SP,construction_tools_construction,42.99,5.0,False,5.0
fdf128b3630c21adc9ca4fb8a51b68ec,2018-07-15 08:33:19,3c0402bcc3ec3b33fc4430eb6c08720a,SC,food,27.9,9.0,False,3.0
a6aeb116d2cb5013eb8a94585b71ffef,2017-09-13 14:27:11,31b8fa2573bde01af4737e8ed29c348b,SP,baby,50.0,3.0,False,5.0
fa516182d28f96f5f5c651026b0749ee,2018-04-13 08:44:17,7f2eb9cf900070f2e7a7f0e95719f85b,SP,air_conditioning,190.0,6.0,False,5.0
6abaad69b8b349c3a529b4b91ce18e46,2018-02-15 10:33:30,fa0ee7ceb94193fb02aa78ce3a55695a,SP,cool_stuff,42.9,9.0,False,4.0
974c1993ab8024d3ed16229183c2308d,2017-02-20 11:45:39,32de2a7a93dbfc527b3f584744b9c6ce,MG,health_beauty,69.9,17.0,False,5.0
82bce245b1c9148f8d19a55b9ff70644,2017-04-20 17:15:46,f9effeed3df9ae063a58c0759b96f8b2,PR,housewares,190.0,19.0,False,1.0
a910f58086d58b3ae6f37aa712d377b9,2017-09-15 09:19:48,a7e7b19ff34ab885f7b7331de2417cf3,MT,perfumery,113.98,10.0,False,5.0
bd4bd0194d6d29f83b8557d4b89b572a,2018-07-28 16:52:55,65e5aaf9f721945f29cdba45c206cb83,SP,auto,24.99,9.0,False,5.0
634e8f4c0f6744a626f77f39770ac6aa,2017-08-09 18:32:47,5229b8e4d7d2b9b676c2083c17b1ecd0,RS,watches_gifts,219.0,6.0,False,1.0
6d25592267349b322799e2beb687871e,2018-08-26 22:04:34,a71cac9f356cfeb9db35061020806212,SP,watches_gifts,186.0,2.0,False,4.0
b8801cccd8068de30112e4f49903d74a,2017-07-30 03:06:35,bb4d84a2b45b22ed710ac8c0dec63d1a,SP,health_beauty,19.99,2.0,False,3.0
2711a938db643b3f0b62ee2c8a2784aa,2017-12-22 00:17:37,2ae3c67452283d5a0d30b32e0d33296e,DF,telephony,45.0,18.0,False,5.0
3bc77ce8be27211bac313c2daa402d1a,2017-04-06 22:39:29,c756e1910755edd88c00ac3f46baba4b,MG,health_beauty,58.2,4.0,False,5.0
10c320f977c6a18f91b2d14be13128c6,2017-05-09 20:48:59,04e495a3f45df8b41be2e934bbc16961,RS,bed_bath_table,110.99,8.0,False,3.0
0a4a2fccb27bd83a892fa503987a595b,2017-04-20 20:42:44,c7a9a76a4b24a7e7b2caff982409b7ee,PB,bed_bath_table,38.5,20.0,False,4.0
e4de6d53ecff736bc68804b0b6e9f635,2017-10-16 14:56:50,e3bcfea9bab07b492391664fc1ffc28a,BA,office_furniture,179.99,23.0,False,2.0
6b860b35691d486e45dc98e3514ec5f6,2017-12-08 09:42:43,4754e3b66497719a91b36268ed9c5718,SP,sports_leisure,544.0,11.0,False,5.0
ec341c54a5ebf8ee0a67a8632aa7579b,2017-08-26 16:53:30,410979f3cfd34e467d4fad78bd0f0219,SC,bed_bath_table,14.82,13.0,False,5.0
cadbb3657dac2dbbd5b84b12e7b78aad,2018-02-27 12:55:42,cd148470c375939669971e8a032b16b4,SP,computers_accessories,394.9,17.0,False,4.0
9defaf92cff22420e4e8ef7784815a55,2018-05-11 13:10:51,b11b7871c2b8be2d11fab954f58542f2,SP,fashion_underwear_beach,49.9,10.0,False,5.0
20e0101b20700188cadb288126949685,2018-01-22 19:22:22,42f80af2e6c585667e4eb416859ae153,MG,furniture_decor,89.18,24.0,False,5.0
0e782c3705510e717d28907746cbda82,2018-05-01 08:12:37,adeefbe14d26d3bf90facfeaae35d605,SP,telephony,29.99,3.0,False,4.0
d3d6788577c9592da441752e8a1dd5e3,2017-09-19 22:17:15,7973a6ba9c81ecaeb3d628c33c7c7c48,PR,health_beauty,58.99,20.0,False,5.0
86f21bf63784876b9fd6d35f46581d72,2018-04-11 22:32:31,bb7ef994cc22b1fc694ac59fb377b824,MG,computers_accessories,98.44,16.0,False,1.0
8447ff843b2616c50c0ced28ab1dae03,2017-12-20 23:45:07,b6aa1d5781553afaa244c3e42246d93c,SC,watches_gifts,219.9,19.0,False,4.0
f169bd689fb8b32ccd62df9050aebc0b,2018-04-22 23:23:18,4a8c8f751984985cd49f74249da95aae,SP,telephony,759.0,7.0,False,5.0
77e9941864fc840be8e4b1ba5347c0f7,2018-08-03 08:59:39,00b2ca23369b68c4d4105ecea9c0cb93,CE,sports_leisure,65.9,13.0,False,5.0
41bb5cee06dbf170878a9ef93ac7e7f5,2018-05-14 08:35:33,ca73adc05ad5d0d880de79b5ea3253b3,SP,furniture_decor,10.9,4.0,False,5.0
6a0a8bfbbe700284feb0845d95e0867f,2017-11-22 11:32:22,781ae350edb16842380e81d7c7feb431,RJ,furniture_decor,83.9,36.0,True,1.0
f7959f8385f34c4f645327465a1c9fc4,2017-03-30 07:50:33,5ddb4fdd9cef2450d17ae20639815885,SP,bed_bath_table,17.9,10.0,False,5.0
23f553848a03aaab35bb3f9f87725125,2018-06-05 09:10:34,439ced9aafa171a1ac88efa951c7db0a,PR,baby,99.2,13.0,False,5.0
e3447938231fb6ba2fee0231b51eca59,2018-08-26 11:04:26,08de4d9507128e2ad419e26cc4f22b65,SP,housewares,160.0,2.0,False,5.0
e346cd9299371b18c0b28e8e29a5e376,2017-05-17 08:36:11,4f262a3ca91e56d568fd13240c3c3652,SP,sports_leisure,29.9,6.0,False,5.0
a5474c0071dd5d1074e12d417078bbd0,2018-07-30 22:41:44,0c8761c28faa9b9930e4a9bb545905da,SP,health_beauty,13.99,3.0,True,5.0
bb7c5cf4dff9994daeab7c8ee9d287aa,2018-03-01 22:14:26,97f104e8e54ef4147d17fc1536a1482c,RS,health_beauty,535.9,7.0,False,4.0
66d03fb3c4b0f80b5db04ef9c260336d,2018-02-06 21:09:10,8e4404700874036dbb2c606039875e1a,SP,furniture_decor,69.9,9.0,False,4.0
a6cd683d4bd3b9b1f0aa37b27f8116d3,2017-01-28 23:45:53,169381f51e4c3e926ef199364aeced22,BA,health_beauty,589.9,12.0,False,4.0
bfe42c22ecbf90bc9f35cf591270b6a7,2018-01-27 22:04:34,34c58672601f2c6d29db7efd1f6bf958,MG,,27.3,12.0,False,5.0
e1da8361c76cab67aa3588a1fbf1af54,2017-07-01 15:42:32,a8ee33e35637322a81a8c26592f6ce36,MG,watches_gifts,235.99,11.0,False,2.0
af5b0604e113e1526593d505a26ef39d,2017-09-27 12:07:22,3d8614b1f25530eca12661dc8b10a2fb,SP,housewares,19.9,3.0,False,1.0
9d531c565e28c3e0d756192f84d8731f,2017-11-28 21:00:44,efc37ae565ee0943cca2b89fc65c4d6f,RJ,furniture_decor,25.99,56.0,True,1.0
4da3bd761ca73d692ae0f5c252495546,2018-02-01 12:31:21,e3c0567a8b991a9d812ee91f2650db40,RJ,perfumery,18.5,1.0,False,5.0
80d817467dc3d0a4bb5ab8986c962b1f,2018-08-22 16:10:29,337bf0efbf9e5ba67461d2e5b4e5c2b1,DF,stationery,99.8,5.0,False,5.0
c75acba615d2db29345327974641467d,2018-07-06 23:36:15,8279be4e9b2fbb615ace365178b785a0,RJ,health_beauty,84.99,6.0,False,5.0
210e60465099814a1d2c7635e4065153,2018-05-09 18:27:00,5bbc03d010ac4dbcfdfa2018349c8f6e,RJ,cool_stuff,199.0,12.0,False,4.0
8fc207e94fa91a7649c5a5dab690272a,2017-11-26 17:49:46,7d185d821a11c769636247766f1fd45e,RJ,bed_bath_table,109.9,54.0,True,3.0
4b3a605942f29d490cb74bd6ace6b9f0,2017-09-29 09:32:17,0a5df23b922b9998bb7378f1ac03c98a,RS,fashion_bags_accessories,29.99,1.0,False,5.0
1c35ac660d7ef6691b25d20df3d6eccb,2017-06-27 23:11:57,2df79c0c80c225d537833abb01a1a8ca,SP,housewares,59.9,1.0,False,5.0
01a75ac3dd000b7628a684be97c29234,2018-01-23 10:32:39,91a7366b39d3620ce44f85fa5d116896,RJ,housewares,42.9,15.0,False,1.0
0c6b011f8a4f87010c23995f5807d152,2018-08-20 18:24:30,198fa73f9282fb46d9b5b5c25394b7e1,RN,watches_gifts,43.0,7.0,False,5.0
ee0c5c649e17808bc4a363d3a80ebf85,2018-01-30 07:51:17,2ed58d0567a2839599b85957ee02bca9,RJ,sports_leisure,25.0,21.0,False,4.0
f2fa3795760c35b8c05fa8e2f09d5143,2018-03-31 14:20:46,c53e944da3d3ad66ccb7527165b78681,SP,bed_bath_table,449.88,6.0,False,3.0
3923e3ade70348985bd2ca389905cf19,2018-03-07 23:00:33,3ed766ba830792bcc9ad889d2607eab7,SP,musical_instruments,59.9,11.0,False,4.0
e37797aedc7cd4ef82278fbc169eecaf,2018-05-08 22:12:34,f9c75a729bd4f0b6c346b18ad9fbc1cb,SP,bed_bath_table,69.99,5.0,False,5.0
35660aec0cc42b6257e24281ee0e6255,2017-03-30 14:46:00,e0b0f9beb31782e3174a67b875697ca0,PB,office_furniture,129.6,27.0,False,1.0
b01875821b8dcb6abc61776f0f971bce,2017-11-24 21:55:22,8731e1c5aa27eced509f47d8012ff81e,RJ,furniture_decor,63.6,6.0,False,4.0
5164933efe0cd14f31424b9badf81f19,2018-04-25 22:18:10,5fa1f56316f4154109ceb42651385b7c,SP,bed_bath_table,129.9,1.0,False,1.0
06a6627d9cc91a04e9d146bf65fee0a2,2017-07-16 10:27:45,d2f122bc3109d7fb2385daec2d6ef7f7,SP,bed_bath_table,99.9,5.0,False,4.0
5447160f15621601fa9ba2b94f4906b3,2017-11-21 12:08:32,5179541696b879141c1f0bb532f988c9,PR,watches_gifts,146.0,7.0,False,5.0
01855f880aae9a984c7c33b26fcf2e02,2017-10-19 15:08:48,48d4bf53229ec530405b4e461ae6adb0,SP,health_beauty,78.98,5.0,False,5.0
65312c6e4ce03c0fb633a4ac541949d8,2018-07-22 15:19:05,be5be2dbad1352c6b4966664a5bb4fe9,RJ,bed_bath_table,54.99,11.0,False,5.0
741fd1b80f015f170a7f458cf86769b8,2017-12-02 14:28:03,377bdfb2197d3b83c9e3f9502deabcfb,MG,health_beauty,89.99,9.0,False,1.0
b16cec67cb3f5a4bb31abe8988b43d19,2018-03-26 09:14:26,81cfe11d1b667c768e77b6a9db5fe9b3,RJ,sports_leisure,129.9,3.0,False,5.0
e6190dea235662449d160357e46eaec8,2018-01-09 06:37:43,fe65c76fc3eb742328d1401c521c95b4,SP,health_beauty,69.9,6.0,False,5.0
8eeda294fab8a5ed70259afb59a10ff8,2018-02-06 18:25:39,2ad3e60daba1700dc116ea525e842f28,PR,computers_accessories,161.8,8.0,False,5.0
89165e6d4c28047da0adf13ac8b3e1b3,2018-07-18 13:39:54,38eb5d4dcd39b971746632c47a4eb123,SP,health_beauty,110.32,8.0,False,5.0
f376081d7c5f1767fbc7fae2d19ca32e,2017-03-28 16:03:34,daf7dfe5576b8c581e8353aa8608a008,SP,sports_leisure,275.96999999999997,2.0,False,5.0
4b87488fb6269f8321508923b95da4d6,2018-06-08 12:19:58,b2d3863477633ff42a3dad9a7dd61cda,MG,housewares,25.0,7.0,False,5.0
e9ce52cd563d0124dced659e69eab10a,2017-07-10 12:23:05,0a11a4d0e9f9e864f03a7451f0f255b6,SP,luggage_accessories,259.9,7.0,False,5.0
9344ccd01ff5fa7ec2aef0ee7e1c49c3,2018-05-16 16:10:21,cc9cbe91f775a595bcb05af59019b396,SP,stationery,39.0,8.0,False,5.0
f4471dae8c482f51aa1826cd9f5d4433,2018-07-05 18:40:47,548a09978548d2e347d494793e34c797,SP,sports_leisure,215.22,6.0,False,1.0
aeb4c9d05ab11d7c6c9ca24f8c43bd70,2017-09-20 17:12:34,e63b7e65ecb65d0d1624a564fa2c8cff,GO,perfumery,7.0,8.0,False,2.0
33a3edb84b9df4cb49546859b990ac6d,2018-02-21 17:15:49,b854c56e1163bced9c3ebf1e4a6576f3,MG,garden_tools,49.9,28.0,True,1.0
9885fff91f7c807525f8320e5292a3db,2018-01-10 14:18:40,82ab8d779ce526b08d6b92769be44c49,SP,health_beauty,126.99,14.0,False,5.0
e7a65190baa4e6fd192246157c0b81fb,2017-04-26 16:14:11,ed9fce60567d03fff71f9c06084c998e,PA,telephony,28.99,15.0,False,5.0
62a12e4d2a742b2491d7c00d2d79bf52,2017-11-27 19:24:52,311dff8c3112b3ea255ec4871cabaf03,RS,garden_tools,281.99,10.0,False,5.0
90349f264a3d6a2525a34598d09dda6b,2018-05-11 16:35:19,831a032a3327e2b8325faf9d37953870,SP,construction_tools_lights,270.0,4.0,False,5.0
95cf9f239f724799131f7ca949209bd9,2018-05-25 08:54:21,65ee274b862c5c053367be8a70dbc029,SP,health_beauty,89.49,5.0,False,5.0
04a59fe46fc5aa341da5378c195ed53c,2017-11-26 09:32:06,a3d335d8dd759126b58367c6053bb20a,PR,baby,60.0,15.0,False,5.0
86b37610c0e86e94afe3d5ba4b73fa14,2017-11-17 21:14:42,2f97fb04ba09cfa05b9e3b3af4e8e247,MT,pet_shop,109.98,17.0,False,5.0
5c2d1d55c31db1cbe069dc9b6454b897,2018-07-23 18:27:07,02c639f8dd288caf7cc6dc66513c23b3,MG,books_technical,93.99,9.0,False,5.0
1d067305b599c1e0dceb3864056ea527,2018-02-14 13:05:17,b577af9a54b023b4bcc51f69bb937f1c,SP,bed_bath_table,148.9,23.0,False,5.0
abc5ec9ecaec740b498a37f19c29a8c0,2017-04-30 22:43:56,22be41ad7d58c7774c6e036348a042d0,RS,toys,119.9,11.0,False,3.0
c3cb4c7c4b963ab08b07a5dca5baf05d,2017-05-15 16:29:03,4521ca49d47fa50f2b98f0c71cbf5ae7,RS,stationery,119.0,7.0,False,5.0
af66c46c49bdb3bf2f862efb1eb67d81,2017-07-22 19:16:47,d2c89ba54e6cf93abd4ea9bb9e9fbf73,SP,telephony,48.0,8.0,False,5.0
14e6e050a57912543937e93051cc7b2c,2018-06-24 19:01:52,50f99f56ab935ac45c6f1cd4c0bfbe2a,SP,small_appliances,49.1,3.0,False,4.0
cefa8ee1540139ac77fa0c1b4ff1f04b,2018-07-02 12:54:20,9e0c06f4607e8d1c8b1bb5419446c5b9,PR,food,66.39,3.0,False,5.0
265f4e28ef8cf69f8445e2951bbe7343,2017-03-06 00:14:28,3e45b1d69bfaf0b7963cbb9dd00196f7,RO,garden_tools,39.9,14.0,False,4.0
34276839abbc2d596eb36540d36c624c,2017-10-04 23:02:21,8051546e4730145100f73eb919000a81,RS,baby,159.99,15.0,False,5.0
556bbf53c2c22fbb9ef31a414dd444a6,2017-12-21 17:43:41,d0db8f74fe8af2b92d1e7159472874f0,DF,furniture_decor,49.9,14.0,False,4.0
b2bd1f09c1b8a4a36940f6f6e49d5dec,2018-02-02 16:15:41,f1e0cfbcfd9aebd6d003f6667551a9ae,SC,watches_gifts,199.0,18.0,False,5.0
e69e2290db6b2d3b7593a40112e1a82a,2018-06-01 11:26:06,ab93bfed86e2417198d66cf58945442e,SP,books_technical,75.99000000000001,4.0,False,5.0
c8627adf430caff83161acbeb344d8f5,2018-08-09 16:23:03,0319cd43072df023584a1fa0a94d45ce,SP,sports_leisure,229.9,5.0,False,5.0
1370fae9b19ee5e01a2d609eb18b7c8a,2017-11-15 13:47:34,66d7c05de70168738de8f6f8b5adce82,BA,auto,117.3,20.0,False,4.0
a7cd6af6e0519313887b3c3a120f20ca,2018-04-26 11:59:05,9ed19e34d278749a58db6f4659f679b1,SP,bed_bath_table,35.9,6.0,False,5.0
663830a477534735bbdec9de01113fa2,2018-07-15 12:37:12,fe22f09401a6af700ab66fac2edbea15,SP,electronics,24.9,8.0,False,5.0
b2f3763408103bc7173bb36ed02dbeea,2018-05-30 22:33:08,e1858db871ca0cea6d07b5413f450048,MG,bed_bath_table,359.9,19.0,False,5.0
0dad6beca7ed0e352668498c29089900,2017-12-02 14:08:33,52a7fb2dfa60628b04619fa279d3e27c,SP,auto,98.7,10.0,False,5.0
93ec3e2c9a4beee38c28973d307093e1,2018-03-29 14:27:41,c3fcf3b664801fe10c4d9f62ac72b21a,SP,office_furniture,179.9,8.0,False,1.0
5561adcb0fd46da4cad3048fa4e7fc00,2018-06-25 15:36:18,87d406e4698a66118241f1f4a407ee03,SP,home_appliances,99.9,2.0,False,5.0
6245ae0abd9de1ae647b5da78c0ea69b,2017-09-11 07:54:38,fbe53ee8a67e9fbf5cdb52d888701527,SP,market_place,62.8,5.0,False,3.0
ce9feeba53c652dd6569cca62e2bb287,2018-04-15 19:42:06,d01cf8c6c7c836c5dd9320585928f42b,SP,home_appliances,45.0,5.0,False,2.0
565923f847aad52e7638eb189cce3b51,2018-01-13 08:19:23,41a1e8124bbc0d73734103301fdd4115,MG,health_beauty,80.0,10.0,False,5.0
36ebb4199031e72a1fa964549b88c377,2018-04-04 08:39:50,94819c1119bcbb29d414ac33b904e82d,SP,baby,109.9,12.0,False,5.0
232b75e8b6faa6ca2063184414e634a7,2017-09-26 12:32:39,b91094129b0c7e78a2d312269365968e,PR,bed_bath_table,159.0,13.0,False,5.0
